name,height,reach,stance,age,weight_class,weight_class_numeric,avg_sig_str,avg_td_pct,avg_sub_att,ko_ratio,sub_ratio,defense,total_fights,win_streak
Alexandre Pantoja,165.1,170.18,Orthodox,34,Flyweight,1,4.41,0.47,0.8,0.16666666666666666,0.3333333333333333,2.5,42,6
Kai Asakura,172.72,175.26,Orthodox,31,Flyweight,1,0.0,0.0,0.0,0.0,0.0,2.5,0,0
Shavkat Rakhmonov,185.42,195.58,Orthodox,30,Welterweight,5,4.12,0.29,1.8,0.16666666666666666,0.8333333333333334,2.5,11,6
Ian Machado Garry,190.5,187.96,Orthodox,27,Welterweight,5,5.5,0.55,0.3,0.375,0.0,2.5,20,8
Ciryl Gane,193.04,205.74,Orthodox,34,Heavyweight,8,5.49,0.21,0.5,0.4444444444444444,0.2222222222222222,2.5,33,1
Alexander Volkov,200.66,203.2,Orthodox,36,Heavyweight,8,5.13,0.63,0.2,0.5,0.08333333333333333,2.5,44,4
Bryce Mitchell,177.8,177.8,Southpaw,30,Featherweight,3,2.3,0.41,1.6,0.0,0.14285714285714285,2.5,22,0
Kron Gracie,175.26,177.8,Southpaw,36,Featherweight,3,3.74,0.25,0.5,0.0,1.0,2.5,7,0
Nate Landwehr,175.26,182.88,Orthodox,36,Featherweight,3,6.25,0.41,1.0,0.2,0.4,2.5,17,1
Dooho Choi,177.8,177.8,Orthodox,33,Featherweight,3,4.41,0.37,0.8,1.0,0.0,2.5,15,1
Dominick Reyes,193.04,195.58,Southpaw,34,Light Heavyweight,7,4.87,0.28,0.3,0.5714285714285714,0.14285714285714285,2.5,21,1
Anthony Smith,193.04,193.04,Orthodox,36,Light Heavyweight,7,3.24,0.26,0.6,0.4666666666666667,0.4,2.5,63,0
Vicente Luque,180.34,190.5,Orthodox,33,Welterweight,5,5.07,0.53,0.6,0.5333333333333333,0.3333333333333333,2.5,47,0
Themba Gorimbo,185.42,195.58,Orthodox,33,Welterweight,5,3.11,0.65,0.6,0.25,0.0,2.5,12,4
Movsar Evloev,170.18,182.88,Orthodox,30,Featherweight,3,4.43,0.46,0.2,0.0,0.0,2.5,24,8
Aljamain Sterling,170.18,180.34,Orthodox,35,Featherweight,3,4.61,0.27,0.7,0.125,0.25,2.5,57,1
Randy Brown,190.5,198.12,Orthodox,34,Welterweight,5,4.38,0.39,0.6,0.23076923076923078,0.23076923076923078,2.5,43,3
Bryan Battle,185.42,195.58,Orthodox,30,Welterweight,5,5.44,0.23,0.5,0.5,0.3333333333333333,2.5,16,3
Chris Weidman,187.96,198.12,Orthodox,40,Catch Weight,4,3.18,0.42,0.8,0.3333333333333333,0.25,2.5,46,1
Eryk Anders,185.42,190.5,Southpaw,37,Catch Weight,4,3.41,0.26,0.1,0.5,0.0,2.5,44,1
Cody Durden,170.18,170.18,Southpaw,33,Flyweight,1,3.35,0.5,0.9,0.16666666666666666,0.16666666666666666,2.5,24,1
Joshua Van,165.1,165.1,Orthodox,23,Flyweight,1,8.39,0.63,0.0,0.25,0.0,2.5,14,1
Michael Chiesa,185.42,190.5,Southpaw,37,Welterweight,5,1.86,0.51,1.0,0.0,0.5833333333333334,2.5,41,1
Max Griffin,180.34,193.04,Orthodox,39,Welterweight,5,3.92,0.41,0.3,0.375,0.0,2.5,44,1
Clay Guida,170.18,177.8,Orthodox,42,Lightweight,4,2.64,0.36,0.6,0.1,0.25,2.5,105,0
Chase Hooper,185.42,187.96,Southpaw,25,Lightweight,4,5.08,0.24,2.3,0.2857142857142857,0.42857142857142855,2.5,23,3
Kennedy Nzechukwu,195.58,210.82,Southpaw,32,Heavyweight,8,5.34,0.45,0.2,0.6666666666666666,0.1111111111111111,2.5,31,1
Lukasz Brzeski,193.04,198.12,Orthodox,32,Heavyweight,8,4.9,0.5,0.5,0.0,0.5,2.5,14,0
Petr Yan,170.18,170.18,Switch,31,Bantamweight,2,5.11,0.49,0.1,0.4444444444444444,0.0,2.5,45,1
Deiveson Figueiredo,165.1,172.72,Orthodox,36,Bantamweight,2,2.91,0.34,1.4,0.3076923076923077,0.3076923076923077,2.5,44,3
Yan Xiaonan,165.1,160.02,Orthodox,35,Women's Strawweight,4,4.99,0.73,0.0,0.125,0.0,2.5,34,0
Tabatha Ricci,154.94,154.94,Orthodox,29,Women's Strawweight,4,4.18,0.37,0.1,0.0,0.16666666666666666,2.5,22,2
Song Kenan,182.88,180.34,Orthodox,34,Welterweight,5,4.49,0.3,0.0,0.5,0.0,2.5,23,1
Muslim Salikhov,180.34,177.8,Orthodox,40,Welterweight,5,3.38,0.32,0.0,0.42857142857142855,0.0,2.5,26,1
Wang Cong,167.64,167.64,Southpaw,32,Women's Flyweight,4,5.81,0.5,2.3,0.5,0.5,2.5,2,2
Gabriella Fernandes,167.64,167.64,Southpaw,31,Women's Flyweight,4,3.46,0.18,0.3,0.0,0.0,2.5,9,1
Volkan Oezdemir,187.96,190.5,Orthodox,35,Light Heavyweight,7,4.95,0.29,0.1,0.5,0.125,2.5,31,2
Carlos Ulberg,193.04,195.58,Orthodox,34,Light Heavyweight,7,7.2,0.75,0.2,0.7142857142857143,0.14285714285714285,2.5,13,6
Zhang Mingyang,187.96,190.5,Orthodox,26,Light Heavyweight,7,8.57,0.0,0.0,1.0,0.0,2.5,2,2
Ozzy Diaz,193.04,200.66,Orthodox,34,Light Heavyweight,7,2.21,0.0,0.0,0.0,0.0,2.5,2,0
Baergeng Jieleyisi,175.26,177.8,Orthodox,28,Bantamweight,2,1.75,0.75,0.3,0.0,0.5,2.5,8,2
SuYoung You,167.64,165.1,Orthodox,28,Bantamweight,2,2.11,0.58,0.3,0.0,0.0,2.5,6,2
Kiru Sahota,177.8,185.42,Orthodox,29,Flyweight,1,4.05,0.33,0.5,0.0,0.0,2.5,6,2
DongHun Choi,165.1,167.64,Switch,25,Flyweight,1,4.54,0.14,0.0,0.0,0.0,2.5,6,2
Shi Ming,157.48,152.4,Orthodox,30,Women's Strawweight,4,3.48,0.16,0.0,0.0,0.0,2.5,6,2
Feng Xiaocan,170.18,167.64,Southpaw,22,Women's Strawweight,4,5.43,1.0,0.0,0.5,0.0,2.5,4,2
Nyamjargal Tumendemberel,170.18,180.34,Orthodox,26,Flyweight,1,3.13,0.31,2.4,0.0,0.5,2.5,4,2
Carlos Hernandez,172.72,170.18,Orthodox,31,Flyweight,1,3.9,0.21,0.2,0.0,0.0,2.5,15,0
Lone'er Kavanagh,162.56,170.18,Orthodox,25,Flyweight,1,3.62,0.0,0.0,1.0,0.0,2.5,1,1
Jose Ochoa,170.18,170.18,Southpaw,23,Flyweight,1,3.33,0.0,1.0,0.0,0.0,2.5,0,0
Xiao Long,172.72,177.8,Orthodox,26,Bantamweight,2,5.4,0.25,0.0,0.0,0.0,2.5,12,0
Quang Le,167.64,177.8,Orthodox,33,Bantamweight,2,3.02,0.23,0.0,0.0,0.0,2.5,3,0
Maheshate,182.88,180.34,Orthodox,24,Lightweight,4,3.86,0.0,0.0,0.3333333333333333,0.0,2.5,12,1
Nikolas Motta,175.26,177.8,Orthodox,31,Lightweight,4,3.64,0.0,0.0,0.6666666666666666,0.0,2.5,11,1
Jon Jones,193.04,213.36,Orthodox,37,Heavyweight,8,4.38,0.45,0.5,0.23809523809523808,0.2857142857142857,2.5,74,18
Stipe Miocic,193.04,203.2,Orthodox,42,Heavyweight,8,4.67,0.34,0.0,0.6428571428571429,0.0,2.5,46,0
Charles Oliveira,177.8,187.96,Orthodox,35,Lightweight,4,3.4,0.4,2.7,0.18181818181818182,0.7272727272727273,2.5,63,0
Michael Chandler,172.72,180.34,Orthodox,38,Lightweight,4,4.49,0.37,0.6,0.75,0.25,2.5,14,0
Bo Nickal,185.42,193.04,Southpaw,28,Middleweight,6,2.65,0.5,3.6,0.2,0.8,2.5,6,5
Paul Craig,190.5,193.04,Orthodox,36,Middleweight,6,2.52,0.2,1.4,0.3333333333333333,0.6666666666666666,2.5,34,0
Viviane Araujo,162.56,172.72,Orthodox,37,Women's Flyweight,4,4.04,0.43,0.7,0.16666666666666666,0.0,2.5,35,0
Karine Silva,165.1,170.18,Orthodox,30,Women's Flyweight,4,3.04,0.5,1.9,0.0,0.8,2.5,8,5
Mauricio Ruffy,180.34,190.5,Orthodox,28,Catch Weight,4,4.7,0.0,0.0,1.0,0.0,2.5,4,2
James Llontop,182.88,185.42,Orthodox,25,Catch Weight,4,5.57,0.0,0.0,0.0,0.0,2.5,7,0
Jonathan Martinez,172.72,177.8,Southpaw,30,Bantamweight,2,4.44,0.35,0.1,0.4,0.0,2.5,39,0
Marcus McGhee,172.72,175.26,Orthodox,34,Bantamweight,2,6.06,0.33,0.5,0.6666666666666666,0.3333333333333333,2.5,5,3
Jim Miller,172.72,180.34,Southpaw,41,Lightweight,4,2.99,0.44,1.7,0.23076923076923078,0.46153846153846156,2.5,99,0
Damon Jackson,180.34,180.34,Switch,36,Lightweight,4,2.96,0.32,1.2,0.16666666666666666,0.3333333333333333,2.5,30,0
David Onama,180.34,187.96,Orthodox,30,Lightweight,4,5.6,0.2,0.6,0.5,0.25,2.5,14,2
Roberto Romero,172.72,177.8,Orthodox,24,Lightweight,4,4.93,0.0,0.0,0.0,0.0,2.5,0,0
Marcin Tybura,190.5,198.12,Orthodox,39,Heavyweight,8,3.57,0.33,0.1,0.3333333333333333,0.08333333333333333,2.5,49,0
Jhonata Diniz,193.04,200.66,Orthodox,33,Heavyweight,8,3.36,0.0,0.0,0.6666666666666666,0.0,2.5,6,3
Mickey Gall,187.96,187.96,Switch,32,Welterweight,5,3.5,0.32,1.6,0.0,0.8333333333333334,2.5,24,0
Ramiz Brahimaj,177.8,182.88,Orthodox,31,Welterweight,5,2.26,0.35,1.5,0.0,1.0,2.5,11,0
Bassil Hafez,180.34,182.88,Orthodox,32,Welterweight,5,3.71,0.24,0.0,0.0,0.0,2.5,6,1
Oban Elliott,182.88,182.88,Orthodox,26,Welterweight,5,4.26,0.5,0.0,0.0,0.0,2.5,9,3
Veronica Hardy,162.56,162.56,Southpaw,29,Women's Flyweight,4,3.12,0.41,0.3,0.0,0.25,2.5,21,3
Eduarda Moura,167.64,167.64,Orthodox,30,Women's Flyweight,4,2.6,0.35,0.4,0.5,0.5,2.5,6,0
Neil Magny,190.5,203.2,Orthodox,37,Welterweight,5,3.43,0.38,0.2,0.2727272727272727,0.09090909090909091,2.5,88,0
Carlos Prates,185.42,198.12,Switch,31,Welterweight,5,4.39,1.0,0.0,1.0,0.0,2.5,7,4
Gerald Meerschaert,185.42,195.58,Southpaw,36,Middleweight,6,3.1,0.35,1.5,0.08333333333333333,0.9166666666666666,2.5,43,2
Reinier de Ridder,193.04,198.12,Southpaw,34,Middleweight,6,3.24,0.38,1.3,0.0,0.0,2.5,0,0
Gaston Bolanos,170.18,175.26,Orthodox,32,Bantamweight,2,3.74,1.0,0.0,0.0,0.0,2.5,5,0
Cortavious Romious,162.56,172.72,Southpaw,30,Bantamweight,2,2.1,0.66,1.0,0.0,0.0,2.5,4,1
Luana Pinheiro,157.48,157.48,Orthodox,31,Women's Strawweight,4,3.42,0.33,0.2,0.25,0.0,2.5,13,0
Gillian Robertson,165.1,160.02,Orthodox,29,Women's Strawweight,4,2.89,0.39,1.0,0.18181818181818182,0.6363636363636364,2.5,37,2
Mansur Abdul-Malik,187.96,200.66,Orthodox,27,Middleweight,6,6.61,0.0,0.0,1.0,0.0,2.5,2,1
Dusko Todorovic,185.42,187.96,Orthodox,30,Middleweight,6,5.35,0.12,0.0,0.75,0.0,2.5,14,0
Karolina Kowalkiewicz,160.02,162.56,Orthodox,39,Women's Strawweight,4,5.54,0.22,0.2,0.0,0.1111111111111111,2.5,46,0
Denise Gomes,157.48,160.02,Orthodox,24,Women's Strawweight,4,4.55,0.25,0.9,0.5,0.0,2.5,15,1
Elizeu Zaleski dos Santos,180.34,185.42,Orthodox,37,Welterweight,5,4.33,0.2,0.5,0.3,0.1,2.5,40,0
Zachary Scroggin,190.5,187.96,Orthodox,28,Welterweight,5,2.4,0.0,0.0,0.0,0.0,2.5,0,0
Matthew Semelsberger,185.42,190.5,Switch,31,Welterweight,5,3.77,0.57,0.4,0.4,0.0,2.5,26,0
Charles Radtke,175.26,182.88,Orthodox,34,Welterweight,5,3.38,0.12,0.0,0.5,0.0,2.5,5,0
Cody Stamann,167.64,162.56,Orthodox,35,Bantamweight,2,4.32,0.37,0.0,0.14285714285714285,0.0,2.5,37,0
Da'Mon Blackshear,177.8,182.88,Switch,30,Bantamweight,2,4.3,0.37,1.4,0.5,0.5,2.5,13,0
Tresean Gore,182.88,190.5,Switch,30,Middleweight,6,3.0,0.75,1.7,0.0,1.0,2.5,6,1
Antonio Trocoli,198.12,200.66,Orthodox,33,Middleweight,6,1.29,0.11,0.8,0.0,0.0,2.5,4,0
Melissa Mullins,170.18,172.72,Orthodox,33,Women's Bantamweight,4,3.43,0.37,0.0,0.0,0.0,2.5,5,0
Klaudia Sygula,172.72,175.26,Orthodox,25,Women's Bantamweight,4,1.89,0.0,0.0,0.0,0.0,2.5,0,0
Brandon Moreno,170.18,177.8,Orthodox,30,Flyweight,1,3.99,0.46,0.4,0.3333333333333333,0.3333333333333333,2.5,53,0
Amir Albazi,165.1,172.72,Orthodox,31,Flyweight,1,2.72,0.32,0.5,0.2,0.4,2.5,13,5
Erin Blanchfield,162.56,167.64,Orthodox,25,Women's Flyweight,4,5.24,0.31,0.8,0.0,0.5,2.5,19,0
Rose Namajunas,165.1,165.1,Orthodox,32,Women's Flyweight,4,3.71,0.5,0.4,0.18181818181818182,0.2727272727272727,2.5,52,2
Caio Machado,193.04,198.12,Southpaw,30,Light Heavyweight,7,5.82,0.0,0.0,0.0,0.0,2.5,9,0
Brendson Ribeiro,190.5,205.74,Orthodox,28,Light Heavyweight,7,3.16,0.5,0.4,1.0,0.0,2.5,5,0
Ariane da Silva,167.64,170.18,Orthodox,30,Women's Flyweight,4,4.04,0.55,0.3,0.0,0.3333333333333333,2.5,29,0
Jasmine Jasudavicius,170.18,172.72,Orthodox,35,Women's Flyweight,4,3.7,0.43,0.6,0.0,0.16666666666666666,2.5,24,2
Marc-Andre Barriault,185.42,187.96,Orthodox,34,Middleweight,6,5.98,0.25,0.1,0.4,0.2,2.5,31,0
Dustin Stoltzfus,182.88,190.5,Orthodox,32,Middleweight,6,3.47,0.41,1.1,0.3333333333333333,0.3333333333333333,2.5,17,0
Mike Malott,185.42,185.42,Orthodox,32,Welterweight,5,3.85,0.56,0.8,0.25,0.75,2.5,8,0
Trevin Giles,182.88,187.96,Orthodox,32,Welterweight,5,3.17,0.5,0.3,0.42857142857142855,0.0,2.5,32,0
Aiemann Zahabi,172.72,172.72,Orthodox,36,Bantamweight,2,4.06,0.14,0.0,0.4,0.0,2.5,17,4
Pedro Munhoz,167.64,165.1,Orthodox,38,Bantamweight,2,5.38,0.16,0.5,0.3,0.3,2.5,51,0
Charles Jourdain,175.26,175.26,Switch,28,Bantamweight,2,5.43,0.21,0.6,0.3333333333333333,0.3333333333333333,2.5,36,0
Victor Henry,170.18,172.72,Switch,37,Bantamweight,2,7.66,0.36,0.4,0.3333333333333333,0.0,2.5,14,2
Jack Shore,172.72,180.34,Orthodox,29,Featherweight,3,3.6,0.39,0.6,0.0,0.5,2.5,20,0
Youssef Zalal,177.8,182.88,Switch,28,Featherweight,3,2.84,0.35,1.5,0.0,0.4,2.5,24,2
Alexandr Romanov,187.96,190.5,Southpaw,33,Heavyweight,8,3.78,0.55,0.9,0.16666666666666666,0.5,2.5,17,0
Rodrigo Nascimento,187.96,203.2,Orthodox,31,Heavyweight,8,3.71,0.37,0.5,0.0,0.4,2.5,18,0
Serhiy Sidey,180.34,182.88,Switch,28,Bantamweight,2,4.87,0.0,1.4,1.0,0.0,2.5,4,0
Garrett Armfield,167.64,177.8,Orthodox,28,Bantamweight,2,5.35,0.5,0.6,0.5,0.0,2.5,9,0
Chad Anheliger,167.64,162.56,Orthodox,37,Bantamweight,2,3.11,0.3,0.5,0.3333333333333333,0.0,2.5,15,1
Cody Gibson,177.8,180.34,Orthodox,37,Bantamweight,2,3.47,0.4,0.7,0.5,0.5,2.5,16,1
Jamey-Lyn Horth,170.18,167.64,Orthodox,34,Women's Flyweight,4,3.29,0.37,0.0,0.0,0.0,2.5,6,0
Ivana Petrovic,172.72,177.8,Southpaw,30,Women's Flyweight,4,2.0,0.43,1.1,0.0,1.0,2.5,6,1
Ilia Topuria,170.18,175.26,Orthodox,27,Featherweight,3,4.69,0.61,1.1,0.5714285714285714,0.14285714285714285,2.5,16,7
Max Holloway,180.34,175.26,Orthodox,32,Featherweight,3,7.16,0.53,0.3,0.5,0.09090909090909091,2.5,98,3
Robert Whittaker,182.88,185.42,Orthodox,33,Middleweight,6,4.54,0.38,0.0,0.35294117647058826,0.0,2.5,64,2
Khamzat Chimaev,187.96,190.5,Orthodox,30,Middleweight,6,5.36,0.46,2.8,0.2857142857142857,0.42857142857142855,2.5,12,7
Magomed Ankalaev,190.5,190.5,Orthodox,32,Light Heavyweight,7,3.64,0.31,0.0,0.6,0.0,2.5,33,10
Aleksandar Rakic,193.04,198.12,Orthodox,32,Light Heavyweight,7,4.16,0.23,0.1,0.3333333333333333,0.0,2.5,22,0
Lerone Murphy,175.26,185.42,Orthodox,33,Featherweight,3,4.8,0.54,0.6,0.3333333333333333,0.0,2.5,20,6
Dan Ige,170.18,180.34,Orthodox,33,Featherweight,3,3.66,0.26,0.2,0.36363636363636365,0.18181818181818182,2.5,49,0
Shara Magomedov,187.96,185.42,Orthodox,30,Middleweight,6,6.82,0.0,0.0,0.3333333333333333,0.0,2.5,9,3
Armen Petrosyan,190.5,180.34,Orthodox,33,Middleweight,6,5.95,0.33,0.0,0.25,0.0,2.5,14,0
Ibo Aslan,190.5,195.58,Orthodox,28,Light Heavyweight,7,8.34,0.0,0.0,1.0,0.0,2.5,4,2
Rafael Cerqueira,190.5,193.04,Southpaw,34,Light Heavyweight,7,1.18,0.0,0.0,0.0,0.0,2.5,0,0
Geoff Neal,180.34,190.5,Southpaw,34,Welterweight,5,5.05,0.5,0.1,0.625,0.125,2.5,30,0
Rafael Dos Anjos,172.72,177.8,Southpaw,40,Welterweight,5,3.48,0.35,0.6,0.19047619047619047,0.23809523809523808,2.5,111,0
Mateusz Rebecki,170.18,167.64,Southpaw,31,Catch Weight,4,4.7,0.75,0.8,0.25,0.5,2.5,10,0
Myktybek Orolbai,177.8,187.96,Orthodox,26,Catch Weight,4,3.42,0.43,0.4,0.0,0.5,2.5,5,2
Abus Magomedov,187.96,198.12,Orthodox,34,Middleweight,6,2.65,0.64,0.3,0.5,0.0,2.5,9,1
Brunno Ferreira,177.8,182.88,Orthodox,31,Middleweight,6,3.76,0.16,0.5,1.0,0.0,2.5,5,2
Chris Barnett,175.26,190.5,Orthodox,38,Heavyweight,8,4.21,0.0,0.0,1.0,0.0,2.5,9,1
Farid Basharat,172.72,180.34,Orthodox,27,Featherweight,3,4.36,0.44,0.5,0.0,0.25,2.5,10,4
Victor Hugo,170.18,180.34,Orthodox,31,Featherweight,3,3.27,0.33,1.2,0.0,0.5,2.5,5,2
Ismail Naurdiev,177.8,187.96,Orthodox,28,Middleweight,6,3.41,0.4,0.2,0.0,0.0,2.5,12,0
Bruno Silva,182.88,187.96,Orthodox,35,Middleweight,6,3.85,0.23,0.0,1.0,0.0,2.5,19,0
Rinat Fakhretdinov,182.88,187.96,Orthodox,33,Welterweight,5,4.78,0.34,0.2,0.0,0.25,2.5,13,4
Carlos Leal,180.34,187.96,Orthodox,30,Welterweight,5,7.13,0.25,0.0,0.0,0.0,2.5,0,0
Anthony Hernandez,182.88,190.5,Orthodox,31,Middleweight,6,4.9,0.44,2.3,0.16666666666666666,0.6666666666666666,2.5,19,5
Michel Pereira,185.42,185.42,Orthodox,31,Middleweight,6,4.46,0.52,0.8,0.2222222222222222,0.3333333333333333,2.5,25,8
Rob Font,172.72,180.34,Orthodox,37,Bantamweight,2,5.44,0.34,0.3,0.6,0.1,2.5,46,0
Kyler Phillips,172.72,182.88,Orthodox,29,Bantamweight,2,5.28,0.51,0.4,0.2857142857142857,0.14285714285714285,2.5,21,3
Charles Johnson,175.26,177.8,Switch,33,Flyweight,1,4.77,0.23,0.4,0.4,0.0,2.5,25,3
Sumudaerji,172.72,182.88,Southpaw,28,Flyweight,1,4.72,0.25,0.9,0.3333333333333333,0.0,2.5,12,0
Jake Hadley,170.18,177.8,Southpaw,28,Bantamweight,2,3.8,0.11,1.1,0.25,0.5,2.5,17,1
Cameron Smotherman,175.26,175.26,Orthodox,27,Bantamweight,2,6.25,0.0,0.0,0.0,0.0,2.5,1,0
Darren Elkins,177.8,180.34,Orthodox,40,Featherweight,3,3.4,0.34,1.1,0.2222222222222222,0.16666666666666666,2.5,72,1
Daniel Pineda,170.18,175.26,Orthodox,39,Featherweight,3,2.85,0.24,1.5,0.2,0.8,2.5,27,0
Matheus Nicolau,167.64,167.64,Orthodox,31,Flyweight,1,3.31,0.43,0.8,0.14285714285714285,0.14285714285714285,2.5,24,0
Asu Almabayev,162.56,165.1,Orthodox,30,Flyweight,1,2.11,0.5,1.7,0.0,0.3333333333333333,2.5,8,3
Brad Katona,167.64,162.56,Orthodox,32,Bantamweight,2,4.84,0.34,0.0,0.0,0.0,2.5,21,1
Jean Matsumoto,167.64,172.72,Orthodox,25,Bantamweight,2,5.2,0.27,0.4,0.0,0.5,2.5,5,2
Joselyne Edwards,172.72,177.8,Orthodox,29,Women's Bantamweight,4,4.48,0.39,0.6,0.0,0.0,2.5,24,0
Tamires Vidal,167.64,172.72,Orthodox,26,Women's Bantamweight,4,2.91,0.0,0.7,1.0,0.0,2.5,7,0
Jessica Penne,165.1,170.18,Orthodox,41,Women's Strawweight,4,2.63,0.18,0.5,0.16666666666666666,0.5,2.5,30,0
Elise Reed,160.02,160.02,Orthodox,31,Women's Strawweight,4,3.5,0.6,0.0,0.0,0.0,2.5,17,0
Melissa Martinez,157.48,167.64,Southpaw,27,Women's Strawweight,4,3.9,0.5,0.0,0.0,0.0,2.5,3,0
Alice Ardelean,160.02,157.48,Orthodox,32,Women's Strawweight,4,4.97,0.4,0.0,0.0,0.0,2.5,3,0
Austen Lane,198.12,203.2,Orthodox,36,Heavyweight,8,2.47,0.3,0.0,1.0,0.0,2.5,6,0
Robelis Despaigne,200.66,213.36,Orthodox,36,Heavyweight,8,2.11,0.0,0.0,1.0,0.0,2.5,4,0
Brandon Royval,175.26,172.72,Southpaw,32,Flyweight,1,4.46,0.75,1.2,0.16666666666666666,0.5,2.5,22,1
Tatsuro Taira,170.18,177.8,Orthodox,24,Flyweight,1,2.99,0.44,1.6,0.3333333333333333,0.3333333333333333,2.5,13,6
Brad Tavares,185.42,187.96,Orthodox,36,Middleweight,6,3.43,0.26,0.0,0.13333333333333333,0.0,2.5,65,0
JunYong Park,177.8,185.42,Orthodox,33,Middleweight,6,4.77,0.47,0.9,0.0,0.42857142857142855,2.5,24,0
Chidi Njokuani,190.5,203.2,Orthodox,35,Welterweight,5,4.59,0.0,0.2,0.75,0.0,2.5,14,1
Jared Gooden,182.88,195.58,Orthodox,30,Welterweight,5,4.4,0.45,0.4,0.5,0.5,2.5,15,1
Grant Dawson,177.8,182.88,Switch,30,Lightweight,4,3.15,0.38,1.2,0.1,0.5,2.5,31,1
Rafa Garcia,170.18,177.8,Orthodox,30,Lightweight,4,3.97,0.44,0.3,0.0,0.25,2.5,20,2
Daniel Rodriguez,185.42,187.96,Southpaw,37,Welterweight,5,7.5,0.54,0.1,0.25,0.125,2.5,29,0
Alex Morono,180.34,182.88,Orthodox,34,Welterweight,5,4.96,0.25,0.3,0.15384615384615385,0.15384615384615385,2.5,53,0
CJ Vergara,167.64,172.72,Orthodox,33,Flyweight,1,5.1,0.0,0.2,0.5,0.0,2.5,17,0
Ramazan Temirov,162.56,160.02,Orthodox,27,Flyweight,1,8.12,0.0,0.0,0.0,0.0,2.5,0,0
Jonathan Pearce,182.88,180.34,Switch,32,Featherweight,3,5.12,0.5,0.8,0.5,0.16666666666666666,2.5,21,0
Pat Sabatini,172.72,177.8,Orthodox,33,Featherweight,3,1.94,0.44,2.0,0.0,0.4,2.5,14,0
Niko Price,182.88,193.04,Orthodox,35,Welterweight,5,5.21,0.29,0.7,0.5,0.25,2.5,34,1
Junior Tafa,190.5,190.5,Orthodox,28,Heavyweight,8,3.36,0.0,0.0,1.0,0.0,2.5,7,0
Sean Sharaf,190.5,195.58,Orthodox,31,Heavyweight,8,7.31,0.12,0.0,0.0,0.0,2.5,0,0
Julia Polastri,157.48,160.02,Orthodox,26,Women's Strawweight,4,5.57,0.8,0.6,0.0,1.0,2.5,8,0
Cory McKenna,160.02,147.32,Orthodox,25,Women's Strawweight,4,2.94,0.47,0.4,0.0,0.25,2.5,15,0
Dan Argueta,170.18,172.72,Southpaw,31,Bantamweight,2,2.48,0.35,1.4,0.0,0.0,2.5,12,0
Cody Haddon,170.18,175.26,Orthodox,26,Bantamweight,2,9.2,0.37,0.8,0.0,1.0,2.5,1,1
Clayton Carpenter,167.64,167.64,Orthodox,28,Flyweight,1,4.56,0.55,2.4,0.0,0.5,2.5,4,2
Lucas Rocha,160.02,162.56,Orthodox,24,Flyweight,1,2.0,0.0,0.0,1.0,0.0,2.5,2,1
Alex Pereira,193.04,200.66,Orthodox,37,Light Heavyweight,7,5.46,1.0,0.3,0.75,0.0,2.5,21,4
Khalil Rountree Jr.,185.42,193.04,Southpaw,34,Light Heavyweight,7,3.73,0.0,0.1,0.7777777777777778,0.0,2.5,29,5
Raquel Pennington,170.18,170.18,Orthodox,36,Women's Bantamweight,4,4.1,0.27,0.6,0.0,0.23076923076923078,2.5,54,6
Julianna Pena,167.64,175.26,Orthodox,35,Women's Bantamweight,4,3.25,0.56,0.8,0.2857142857142857,0.2857142857142857,2.5,26,0
Jose Aldo,170.18,177.8,Orthodox,38,Bantamweight,2,3.62,0.53,0.1,0.5,0.0,2.5,90,1
Mario Bautista,175.26,175.26,Switch,31,Bantamweight,2,5.33,0.33,0.9,0.125,0.375,2.5,20,6
Roman Dolidze,187.96,193.04,Orthodox,36,Middleweight,6,3.16,0.42,1.1,0.5714285714285714,0.0,2.5,25,1
Kevin Holland,190.5,205.74,Orthodox,31,Middleweight,6,4.24,0.38,0.6,0.35714285714285715,0.35714285714285715,2.5,57,1
Ketlen Vieira,172.72,172.72,Orthodox,33,Women's Bantamweight,4,2.92,0.44,0.6,0.0,0.125,2.5,34,1
Kayla Harrison,172.72,167.64,Southpaw,34,Women's Bantamweight,4,4.87,0.3,0.7,0.0,1.0,2.5,2,1
Stephen Thompson,182.88,190.5,Orthodox,41,Welterweight,5,4.11,0.41,0.0,0.5,0.0,2.5,60,0
Joaquin Buckley,177.8,193.04,Southpaw,30,Welterweight,5,4.13,0.46,0.0,0.6666666666666666,0.0,2.5,31,4
Marina Rodriguez,167.64,165.1,Orthodox,37,Women's Strawweight,4,4.64,0.5,0.2,0.375,0.0,2.5,42,0
Iasmin Lucindo,160.02,167.64,Orthodox,22,Women's Strawweight,4,3.52,0.57,0.2,0.0,0.3333333333333333,2.5,11,3
Austin Hubbard,177.8,180.34,Orthodox,32,Lightweight,4,4.12,0.34,0.0,0.25,0.0,2.5,23,1
Alexander Hernandez,175.26,182.88,Orthodox,32,Lightweight,4,4.43,0.29,0.1,0.5,0.0,2.5,29,0
Cesar Almeida,185.42,187.96,Orthodox,36,Middleweight,6,4.12,0.0,0.3,0.5,0.0,2.5,8,0
Ihor Potieria,190.5,190.5,Southpaw,28,Middleweight,6,4.57,0.18,0.0,0.6666666666666666,0.0,2.5,11,0
Ryan Spann,195.58,200.66,Orthodox,33,Light Heavyweight,7,3.3,0.35,1.7,0.375,0.375,2.5,22,0
