name,height,reach,stance,age,weight_class,weight_class_numeric,avg_sig_str,avg_td_pct,avg_sub_att,ko_ratio,sub_ratio,defense,total_fights,win_streak
Joe Solecki,175.26,177.8,Orthodox,30,Lightweight,4,1.98,0.46,1.4,0.0,0.5,2.5,17,0
Phil Rowe,190.5,203.2,Orthodox,33,Welterweight,5,3.65,0.36,0.3,1.0,0.0,2.5,16,0
Jake Matthews,180.34,185.42,Orthodox,29,Welterweight,5,3.38,0.41,0.6,0.16666666666666666,0.4166666666666667,2.5,47,0
Mitch Raposo,165.1,162.56,Switch,25,Flyweight,1,2.29,0.6,0.0,0.0,0.0,2.5,2,0
Edson Barboza,180.34,190.5,Orthodox,38,Featherweight,3,4.11,0.5,0.1,0.5,0.0,2.5,76,2
Khaos Williams,182.88,195.58,Orthodox,30,Welterweight,5,5.81,0.0,0.0,0.6,0.0,2.5,17,1
Carlston Harris,182.88,193.04,Orthodox,36,Welterweight,5,3.18,0.29,0.8,0.25,0.5,2.5,9,2
Adrian Yanez,170.18,177.8,Orthodox,30,Bantamweight,2,6.51,0.0,0.0,0.8333333333333334,0.0,2.5,14,0
Vinicius Salvador,170.18,177.8,Southpaw,27,Bantamweight,2,5.48,0.11,0.0,1.0,0.0,2.5,8,0
Victor Martinez,172.72,177.8,Orthodox,32,Lightweight,4,7.94,0.33,0.0,0.0,0.0,2.5,4,0
Tuco Tokkos,193.04,193.04,Orthodox,33,Light Heavyweight,7,3.26,1.0,0.0,0.0,0.0,2.5,1,0
Melissa Gatto,165.1,175.26,Orthodox,28,Women's Bantamweight,4,3.78,0.28,0.5,1.0,0.0,2.5,11,0
Warlley Alves,180.34,182.88,Orthodox,33,Middleweight,6,3.04,0.5,0.8,0.375,0.375,2.5,34,0
Piera Rodriguez,160.02,160.02,Orthodox,31,Women's Strawweight,4,3.64,0.41,0.0,0.0,0.0,2.5,11,0
Ariane Carnelossi,157.48,154.94,Orthodox,31,Women's Strawweight,4,2.87,0.55,0.3,0.5,0.5,2.5,11,0
Alatengheili,165.1,167.64,Orthodox,32,Bantamweight,2,2.64,0.45,0.0,0.25,0.0,2.5,19,0
Kleydson Rodrigues,165.1,170.18,Orthodox,28,Bantamweight,2,4.58,0.22,0.6,0.5,0.0,2.5,8,0
Emily Ducote,157.48,160.02,Orthodox,30,Women's Strawweight,4,7.45,0.14,0.0,0.0,0.0,2.5,12,1
Derrick Lewis,190.5,200.66,Orthodox,39,Heavyweight,8,2.48,0.26,0.0,0.7777777777777778,0.0,2.5,62,0
Nursulton Ruziboev,195.58,193.04,Orthodox,30,Welterweight,5,2.5,1.0,0.0,1.0,0.0,2.5,2,2
Diego Ferreira,175.26,187.96,Orthodox,39,Lightweight,4,5.04,0.3,0.6,0.4444444444444444,0.2222222222222222,2.5,30,1
Alex Caceres,177.8,185.42,Southpaw,35,Featherweight,3,4.21,0.68,0.7,0.125,0.25,2.5,74,0
Sean Woodson,187.96,198.12,Orthodox,31,Featherweight,3,5.58,0.62,0.4,0.3333333333333333,0.0,2.5,21,4
Waldo Cortes-Acosta,193.04,198.12,Orthodox,32,Heavyweight,8,5.64,0.6,0.2,0.4,0.0,2.5,14,2
Terrance McKinney,177.8,185.42,Switch,29,Lightweight,4,4.53,0.36,1.0,0.6,0.4,2.5,12,2
Billy Ray Goff,177.8,182.88,Switch,25,Welterweight,5,8.56,0.17,0.0,1.0,0.0,2.5,2,2
Trey Waters,195.58,195.58,Orthodox,29,Welterweight,5,6.43,0.33,0.9,0.0,0.0,2.5,4,1
JJ Aldrich,165.1,170.18,Southpaw,31,Women's Flyweight,4,3.88,0.23,0.0,0.1111111111111111,0.0,2.5,39,2
Vitor Petrino,187.96,195.58,Orthodox,26,Light Heavyweight,7,2.82,0.66,0.8,0.4,0.2,2.5,13,5
Joaquim Silva,172.72,175.26,Southpaw,35,Lightweight,4,3.66,0.5,0.8,0.5,0.0,2.5,24,1
Drakkar Klose,175.26,177.8,Orthodox,36,Lightweight,4,4.37,0.26,0.0,0.25,0.0,2.5,26,3
Jamie Mullarkey,182.88,187.96,Orthodox,29,Lightweight,4,4.39,0.34,0.1,0.4,0.0,2.5,23,0
Ernesta Kareckaite,175.26,180.34,Orthodox,25,Women's Flyweight,4,7.9,0.66,0.0,0.0,0.0,2.5,3,1
Ismael Bonfim,172.72,180.34,Orthodox,28,Lightweight,4,5.8,0.33,0.0,0.5,0.0,2.5,6,0
Vinc Pichel,177.8,182.88,Orthodox,41,Lightweight,4,3.62,0.54,0.2,0.14285714285714285,0.0,2.5,25,0
Alessandro Costa,162.56,170.18,Orthodox,28,Flyweight,1,4.14,0.12,0.0,0.5,0.0,2.5,11,0
Kevin Borjas,165.1,172.72,Orthodox,26,Flyweight,1,4.92,0.0,0.0,0.0,0.0,2.5,6,0
Bogdan Guskov,190.5,193.04,Orthodox,31,Light Heavyweight,7,3.13,0.0,0.0,1.0,0.0,2.5,2,1
Uros Medic,185.42,180.34,Southpaw,31,Welterweight,5,5.51,0.5,0.0,1.0,0.0,2.5,10,0
Rani Yahya,167.64,170.18,Orthodox,39,Bantamweight,2,1.71,0.3,1.8,0.0,0.6470588235294118,2.5,61,0
Michal Figlak,177.8,177.8,Orthodox,27,Lightweight,4,4.0,0.12,0.0,0.0,0.0,2.5,3,0
Marnic Mann,152.4,162.56,Southpaw,31,Women's Strawweight,4,1.47,0.33,0.4,0.0,0.0,2.5,5,0
Liang Na,165.1,170.18,Orthodox,27,Women's Flyweight,4,1.99,0.58,0.5,0.0,0.0,2.5,5,0
Gabriel Benitez,172.72,180.34,Southpaw,35,Lightweight,4,5.26,0.5,0.9,0.42857142857142855,0.2857142857142857,2.5,29,0
Jamahal Hill,193.04,200.66,Southpaw,32,Light Heavyweight,7,7.18,0.0,0.0,0.7142857142857143,0.0,2.5,20,4
Zhang Weili,162.56,160.02,Switch,34,Women's Strawweight,4,5.66,0.46,0.5,0.25,0.25,2.5,28,3
Justin Gaethje,180.34,177.8,Orthodox,35,Lightweight,4,6.78,0.25,0.0,0.75,0.0,2.5,28,2
Arman Tsarukyan,170.18,182.88,Orthodox,27,Lightweight,4,3.79,0.37,0.0,0.5,0.0,2.5,27,3
Cody Brundage,182.88,182.88,Orthodox,29,Middleweight,6,1.62,0.5,0.9,0.5,0.25,2.5,14,2
Calvin Kattar,180.34,182.88,Orthodox,36,Featherweight,3,4.76,0.29,0.1,0.5714285714285714,0.0,2.5,38,0
Holly Holm,172.72,175.26,Southpaw,42,Women's Bantamweight,4,3.13,0.3,0.1,0.25,0.0,2.5,53,1
Sodiq Yusuff,175.26,180.34,Orthodox,30,Featherweight,3,5.66,0.2,0.4,0.2857142857142857,0.14285714285714285,2.5,23,0
Jalin Turner,190.5,195.58,Southpaw,28,Lightweight,4,5.6,0.55,1.1,0.625,0.375,2.5,21,1
Cody Garbrandt,172.72,165.1,Orthodox,32,Bantamweight,2,2.98,0.34,0.0,0.6666666666666666,0.0,2.5,30,2
Chris Curtis,177.8,190.5,Orthodox,36,Middleweight,6,5.76,0.0,0.0,0.6666666666666666,0.0,2.5,22,1
Christos Giagos,177.8,180.34,Orthodox,34,Lightweight,4,3.03,0.36,0.4,0.16666666666666666,0.3333333333333333,2.5,26,0
Charlie Campbell,182.88,182.88,Orthodox,28,Lightweight,4,5.55,0.4,0.0,1.0,0.0,2.5,2,1
Germaine de Randamie,175.26,180.34,Orthodox,39,Women's Bantamweight,4,2.57,0.0,0.4,0.4444444444444444,0.1111111111111111,2.5,31,1
Pedro Falcao,167.64,167.64,Orthodox,31,Bantamweight,2,2.9,0.22,0.0,1.0,0.0,2.5,3,1
Manon Fiorot,170.18,165.1,Orthodox,34,Women's Flyweight,4,6.26,0.42,0.0,0.3333333333333333,0.0,2.5,16,6
Rhys McKee,187.96,198.12,Orthodox,28,Welterweight,5,4.8,0.0,0.0,0.0,0.0,2.5,7,0
Jamall Emmers,177.8,187.96,Orthodox,34,Featherweight,3,5.3,0.4,0.2,0.3333333333333333,0.0,2.5,16,1
Julio Arce,170.18,177.8,Southpaw,34,Featherweight,3,4.36,0.28,0.3,0.5,0.16666666666666666,2.5,27,0
Connor Matthews,172.72,180.34,Switch,31,Featherweight,3,5.3,0.53,0.7,0.0,0.0,2.5,6,1
Anton Turkalj,193.04,198.12,Orthodox,27,Light Heavyweight,7,2.45,0.41,0.0,0.0,0.0,2.5,8,0
Jacob Malkoun,175.26,185.42,Orthodox,28,Middleweight,6,3.86,0.42,0.4,0.0,0.0,2.5,14,0
Angel Pacheco,172.72,177.8,Orthodox,32,Bantamweight,2,9.5,0.0,0.0,0.0,0.0,2.5,3,0
Amanda Ribas,160.02,167.64,Orthodox,30,Women's Flyweight,4,4.63,0.51,0.7,0.14285714285714285,0.2857142857142857,2.5,25,1
Justin Tafa,182.88,187.96,Southpaw,30,Heavyweight,8,4.09,0.0,0.0,1.0,0.0,2.5,12,3
AJ Dobson,185.42,193.04,Orthodox,32,Middleweight,6,4.29,0.75,0.3,0.0,0.5,2.5,10,1
Cameron Saaiman,172.72,170.18,Southpaw,23,Bantamweight,2,5.32,0.28,0.7,0.75,0.0,2.5,13,0
Billy Quarantillo,177.8,177.8,Orthodox,35,Featherweight,3,7.36,0.23,1.1,0.5714285714285714,0.14285714285714285,2.5,26,1
Fernando Padilla,185.42,193.04,Orthodox,27,Featherweight,3,6.48,0.0,0.8,1.0,0.0,2.5,4,0
Luis Pajuelo,177.8,175.26,Orthodox,29,Featherweight,3,6.03,0.0,0.0,1.0,0.0,2.5,1,1
Steven Nguyen,180.34,185.42,Switch,30,Featherweight,3,7.15,1.0,0.0,0.5,0.0,2.5,8,2
Montserrat Rendon,172.72,172.72,Orthodox,35,Women's Bantamweight,4,3.13,0.54,0.0,0.0,0.0,2.5,3,1
Igor Severino,170.18,175.26,Orthodox,20,Flyweight,1,7.17,0.71,0.0,1.0,0.0,2.5,2,1
Bryan Barberena,182.88,182.88,Southpaw,34,Middleweight,6,5.35,0.22,0.3,0.4444444444444444,0.1111111111111111,2.5,45,0
Natan Levy,175.26,180.34,Southpaw,32,Lightweight,4,3.7,0.58,0.5,0.0,0.3333333333333333,2.5,12,2
Mike Davis,182.88,182.88,Orthodox,31,Lightweight,4,5.35,0.53,0.4,0.3333333333333333,0.0,2.5,14,3
Jafel Filho,170.18,172.72,Orthodox,30,Flyweight,1,2.36,0.33,2.6,0.5,0.5,2.5,7,1
Danny Silva,180.34,177.8,Switch,27,Featherweight,3,8.3,0.5,0.5,0.0,0.0,2.5,3,1
Mitch Ramirez,180.34,180.34,Orthodox,31,Lightweight,4,2.37,1.0,0.0,0.0,0.0,2.5,2,0
Jack Della Maddalena,180.34,185.42,Switch,27,Welterweight,5,6.74,0.16,0.2,0.42857142857142855,0.14285714285714285,2.5,13,7
Song Yadong,172.72,170.18,Orthodox,26,Bantamweight,2,4.49,0.4,0.2,0.5,0.1,2.5,36,2
Katlyn Cerminara,175.26,172.72,Orthodox,35,Women's Flyweight,4,4.58,0.15,0.3,0.0,0.0,2.5,46,0
Maycee Barber,165.1,165.1,Switch,25,Women's Flyweight,4,4.7,0.43,0.1,0.5555555555555556,0.0,2.5,28,5
Philipe Lins,187.96,198.12,Orthodox,38,Light Heavyweight,7,3.8,0.33,0.0,0.3333333333333333,0.0,2.5,11,3
Josh Parisian,193.04,200.66,Orthodox,34,Heavyweight,8,4.55,0.33,0.2,0.75,0.0,2.5,17,0
Joanne Wood,167.64,165.1,Orthodox,38,Women's Flyweight,4,7.1,0.55,0.3,0.125,0.125,2.5,36,1
Maryna Moroz,170.18,170.18,Orthodox,32,Women's Flyweight,4,4.42,0.24,0.6,0.0,0.3333333333333333,2.5,28,0
Tyson Pedro,190.5,200.66,Orthodox,32,Light Heavyweight,7,2.9,0.3,0.8,0.6666666666666666,0.3333333333333333,2.5,16,1
Bekzat Almakhan,170.18,172.72,Orthodox,26,Bantamweight,2,0.2,0.0,0.0,0.0,0.0,2.5,0,0
Jamie Pickett,187.96,203.2,Orthodox,35,Middleweight,6,2.65,0.4,0.1,0.3333333333333333,0.0,2.5,23,0
Benardo Sopaj,167.64,167.64,Orthodox,23,Bantamweight,2,3.06,0.75,0.0,0.0,0.0,2.5,0,0
Javid Basharat,175.26,175.26,Orthodox,28,Bantamweight,2,5.42,0.4,0.2,0.0,0.25,2.5,14,4
Claudio Ribeiro,185.42,195.58,Orthodox,31,Middleweight,6,3.59,0.5,0.0,1.0,0.0,2.5,7,0
AJ Cunningham,177.8,180.34,Orthodox,29,Lightweight,4,7.66,0.0,0.0,0.0,0.0,2.5,2,0
Abdul-Kareem Al-Selwady,172.72,175.26,Orthodox,28,Lightweight,4,4.14,0.3,0.0,0.0,0.0,2.5,3,1
Yair Rodriguez,180.34,180.34,Orthodox,31,Featherweight,3,4.65,0.27,0.7,0.4,0.1,2.5,40,0
Francisco Prado,177.8,175.26,Orthodox,21,Lightweight,4,4.58,0.0,0.4,1.0,0.0,2.5,4,1
Cristian Quinonez,172.72,177.8,Orthodox,27,Bantamweight,2,4.19,0.37,0.0,0.5,0.0,2.5,5,0
Raoni Barcelos,170.18,170.18,Orthodox,36,Bantamweight,2,5.22,0.32,0.6,0.3333333333333333,0.16666666666666666,2.5,26,0
Mateus Mendonca,167.64,180.34,Orthodox,25,Flyweight,1,1.66,0.27,0.4,1.0,0.0,2.5,5,0
Daniel Lacerda,167.64,177.8,Switch,27,Flyweight,1,3.95,0.5,1.2,0.0,0.0,2.5,7,0
Claudio Puelles,177.8,182.88,Southpaw,27,Lightweight,4,1.56,0.36,1.2,0.0,0.6,2.5,17,0
Denys Bondar,167.64,175.26,Orthodox,31,Flyweight,1,4.59,0.58,0.0,0.0,0.0,2.5,4,0
Erik Silva,175.26,180.34,Orthodox,36,Featherweight,3,2.07,0.8,0.0,1.0,0.0,2.5,4,0
Alexander Volkanovski,167.64,180.34,Orthodox,35,Featherweight,3,6.16,0.37,0.2,0.38461538461538464,0.0,2.5,51,0
Henry Cejudo,162.56,162.56,Orthodox,37,Bantamweight,2,3.77,0.32,0.2,0.4,0.0,2.5,37,0
Marcos Rogerio de Lima,185.42,190.5,Orthodox,38,Heavyweight,8,3.7,0.45,0.5,0.5,0.2,2.5,30,0
Rinya Nakamura,170.18,172.72,Southpaw,28,Bantamweight,2,3.53,0.9,1.6,0.5,0.25,2.5,6,4
Carlos Vera,167.64,175.26,Orthodox,36,Bantamweight,2,0.8,0.0,0.0,0.0,0.0,2.5,0,0
Val Woodburn,172.72,187.96,Orthodox,30,Welterweight,5,1.6,1.0,0.0,0.0,0.0,2.5,1,0
Jack Hermansson,185.42,195.58,Orthodox,35,Middleweight,6,5.09,0.3,0.4,0.3,0.3,2.5,39,0
Robert Bryczek,182.88,190.5,Orthodox,33,Middleweight,6,2.13,0.0,0.0,0.0,0.0,2.5,0,0
Michael Johnson,177.8,185.42,Southpaw,37,Lightweight,4,4.27,0.41,0.0,0.38461538461538464,0.0,2.5,71,0
Rodolfo Vieira,182.88,185.42,Orthodox,34,Middleweight,6,3.19,0.3,1.6,0.0,1.0,2.5,13,1
Loma Lookboonmee,154.94,154.94,Orthodox,28,Women's Strawweight,4,4.1,0.5,0.1,0.0,0.2,2.5,20,2
Devin Clark,182.88,190.5,Orthodox,33,Light Heavyweight,7,3.03,0.32,0.1,0.125,0.0,2.5,39,0
Jeremiah Wells,175.26,187.96,Switch,37,Welterweight,5,2.41,0.44,0.8,0.5,0.25,2.5,10,0
Zac Pauga,187.96,193.04,Orthodox,35,Light Heavyweight,7,4.46,0.07,0.0,0.0,0.0,2.5,8,0
Fernie Garcia,170.18,170.18,Orthodox,31,Featherweight,3,2.04,0.5,0.6,1.0,0.0,2.5,10,0
Gilbert Urbina,190.5,190.5,Orthodox,27,Welterweight,5,5.61,0.44,0.8,1.0,0.0,2.5,4,1
Diana Belbita,170.18,172.72,Orthodox,27,Women's Strawweight,4,6.54,0.62,0.0,0.0,0.0,2.5,16,0
Azat Maksum,170.18,177.8,Southpaw,29,Flyweight,1,2.8,0.22,0.5,0.0,0.0,2.5,3,1
Pete Rodriguez,175.26,180.34,Switch,27,Welterweight,5,9.28,0.0,0.0,1.0,0.0,2.5,2,1
Blake Bilder,172.72,172.72,Switch,33,Featherweight,3,3.81,0.07,0.6,0.0,0.5,2.5,7,0
Julija Stoliarenko,170.18,167.64,Orthodox,30,Women's Flyweight,4,2.49,0.27,1.7,0.0,1.0,2.5,15,1
Landon Quinones,175.26,177.8,Southpaw,28,Lightweight,4,6.77,0.33,0.0,0.0,0.0,2.5,3,0
MarQuel Mederos,177.8,175.26,Orthodox,27,Lightweight,4,4.39,0.0,0.0,1.0,0.0,2.5,1,1
Jamal Pogues,190.5,195.58,Orthodox,28,Heavyweight,8,3.36,0.48,0.0,0.0,0.0,2.5,12,0
Ramon Taveras,172.72,177.8,Southpaw,30,Bantamweight,2,4.63,0.0,0.0,1.0,0.0,2.5,2,1
Polyana Viana,165.1,170.18,Orthodox,31,Women's Strawweight,4,2.99,0.33,1.9,0.25,0.75,2.5,16,0
Yohan Lainesse,185.42,193.04,Orthodox,31,Welterweight,5,2.22,0.28,0.5,0.5,0.0,2.5,7,0
Priscila Cachoeira,170.18,165.1,Orthodox,35,Women's Bantamweight,4,3.76,0.33,0.0,0.75,0.0,2.5,19,0
Malcolm Gordon,170.18,180.34,Switch,33,Flyweight,1,2.5,0.35,1.0,0.5,0.0,2.5,10,0
Phil Hawes,182.88,195.58,Orthodox,35,Middleweight,6,5.33,0.34,0.2,0.6,0.0,2.5,15,0
Felipe Bunes,170.18,175.26,Orthodox,34,Flyweight,1,5.25,0.33,0.0,0.0,0.0,2.5,0,0
Colby Covington,180.34,182.88,Orthodox,35,Welterweight,5,3.88,0.44,0.2,0.25,0.16666666666666666,2.5,53,1
Josh Emmett,167.64,177.8,Orthodox,38,Featherweight,3,4.04,0.37,0.1,0.3333333333333333,0.0,2.5,37,0
Tagir Ulanbekov,170.18,177.8,Southpaw,32,Flyweight,1,3.22,0.46,2.1,0.0,0.3333333333333333,2.5,10,1
Tim Elliott,170.18,167.64,Southpaw,36,Bantamweight,2,3.39,0.47,1.0,0.0,0.125,2.5,51,0
Andre Muniz,185.42,198.12,Southpaw,33,Middleweight,6,1.97,0.5,1.2,0.0,0.5714285714285714,2.5,18,0
HyunSung Park,170.18,167.64,Orthodox,28,Flyweight,1,4.15,0.27,2.6,0.3333333333333333,0.6666666666666666,2.5,5,3
Shannon Ross,167.64,167.64,Switch,34,Flyweight,1,5.96,0.0,0.0,0.0,0.0,2.5,4,0
Stephanie Egger,167.64,172.72,Orthodox,35,Women's Bantamweight,4,2.2,0.42,0.6,0.3333333333333333,0.6666666666666666,2.5,10,0
Beneil Dariush,177.8,182.88,Southpaw,34,Lightweight,4,3.78,0.34,0.9,0.1875,0.3125,2.5,46,0
Miesha Tate,167.64,165.1,Orthodox,37,Women's Bantamweight,4,2.62,0.31,1.3,0.08333333333333333,0.3333333333333333,2.5,59,0
Julia Avila,170.18,172.72,Orthodox,35,Women's Bantamweight,4,2.59,0.33,0.3,0.3333333333333333,0.3333333333333333,2.5,10,1
Rodolfo Bellato,190.5,195.58,Orthodox,27,Light Heavyweight,7,6.47,0.25,0.5,1.0,0.0,2.5,4,1
Wellington Turman,182.88,182.88,Orthodox,27,Welterweight,5,3.23,0.2,0.8,0.0,0.3333333333333333,2.5,19,0
Jordan Leavitt,175.26,180.34,Southpaw,28,Lightweight,4,2.55,0.25,1.1,0.4,0.4,2.5,13,1
Nick Aguirre,175.26,187.96,Southpaw,27,Bantamweight,2,0.73,0.2,0.6,0.0,0.0,2.5,3,0
Lucas Alexander,180.34,185.42,Orthodox,28,Featherweight,3,5.23,0.0,0.0,0.0,0.0,2.5,4,1
Rafael Estevam,172.72,175.26,Orthodox,27,Flyweight,1,2.94,0.19,0.7,1.0,0.0,2.5,2,1
Mark Madsen,172.72,182.88,Orthodox,39,Lightweight,4,3.56,0.66,0.0,0.25,0.0,2.5,13,0
Montserrat Conejo Ruiz,152.4,154.94,Southpaw,30,Women's Strawweight,4,0.79,0.83,0.8,0.0,0.0,2.5,7,0
Marc Diakiese,177.8,185.42,Orthodox,30,Lightweight,4,2.54,0.43,0.0,0.2857142857142857,0.0,2.5,36,0
Kamaru Usman,182.88,193.04,Switch,36,Middleweight,6,4.36,0.45,0.1,0.26666666666666666,0.06666666666666667,2.5,63,0
Said Nurmagomedov,172.72,177.8,Orthodox,31,Bantamweight,2,3.55,0.16,1.4,0.3333333333333333,0.3333333333333333,2.5,17,0
Abu Azaitar,175.26,193.04,Orthodox,37,Middleweight,6,4.38,0.37,0.0,0.0,0.0,2.5,6,0
Mike Breeden,177.8,177.8,Orthodox,34,Lightweight,4,5.75,0.3,0.0,0.0,0.0,2.5,8,0
Anshul Jubli,182.88,175.26,Switch,28,Lightweight,4,6.48,0.18,0.4,0.5,0.0,2.5,5,2
Jinh Yu Frey,160.02,165.1,Southpaw,38,Women's Strawweight,4,2.97,0.36,0.3,0.0,0.0,2.5,19,0
Jennifer Maia,162.56,162.56,Orthodox,35,Women's Flyweight,4,4.35,0.27,0.1,0.0,0.16666666666666666,2.5,33,2
TJ Brown,175.26,182.88,Switch,33,Featherweight,3,3.37,0.57,1.3,0.0,0.5,2.5,22,0
Tainara Lisboa,170.18,170.18,Orthodox,32,Women's Bantamweight,4,2.05,0.4,0.5,0.0,1.0,2.5,3,1
Ravena Oliveira,165.1,165.1,Orthodox,26,Women's Bantamweight,4,1.0,0.66,0.0,0.0,0.0,2.5,0,0
Irina Alekseeva,172.72,170.18,Orthodox,33,Women's Bantamweight,4,3.84,0.2,0.9,0.0,1.0,2.5,1,1
Ashley Yoder,170.18,175.26,Southpaw,35,Women's Strawweight,4,3.42,0.27,0.6,0.0,0.0,2.5,30,0
Abdul Razak Alhassan,177.8,185.42,Orthodox,38,Middleweight,6,3.62,0.38,0.2,1.0,0.0,2.5,20,1
Kanako Murata,154.94,157.48,Orthodox,30,Women's Strawweight,4,2.15,0.56,0.8,0.0,0.0,2.5,5,0
Johnny Munoz,175.26,180.34,Orthodox,30,Bantamweight,2,2.44,0.25,1.8,0.0,0.5,2.5,12,0
Rafael Fiziev,172.72,180.34,Switch,30,Lightweight,4,4.9,0.4,0.0,0.5,0.0,2.5,22,0
AJ Fletcher,177.8,170.18,Switch,26,Welterweight,5,3.36,0.35,0.9,0.5,0.5,2.5,9,1
Andre Fialho,182.88,187.96,Orthodox,29,Welterweight,5,3.3,1.0,0.0,1.0,0.0,2.5,12,0
Jake Collier,190.5,198.12,Orthodox,34,Heavyweight,8,5.8,0.33,0.6,0.2,0.2,2.5,30,0
Mizuki,160.02,165.1,Orthodox,29,Women's Strawweight,4,4.56,0.14,0.0,0.0,0.0,2.5,6,0
Hannah Goldy,162.56,154.94,Orthodox,31,Women's Strawweight,4,5.19,0.12,0.2,0.0,0.5,2.5,11,0
Terrence Mitchell,177.8,187.96,Orthodox,33,Bantamweight,2,2.21,0.5,0.0,0.0,0.0,2.5,1,0
John Makdessi,172.72,172.72,Orthodox,38,Lightweight,4,5.52,0.0,0.0,0.2727272727272727,0.0,2.5,48,0
Blood Diamond,180.34,193.04,Switch,35,Welterweight,5,3.12,0.0,0.0,0.0,0.0,2.5,4,0
Shane Young,172.72,182.88,Orthodox,30,Featherweight,3,5.19,0.18,0.0,0.5,0.0,2.5,15,0
Manolo Zecchini,172.72,172.72,Orthodox,26,Featherweight,3,2.34,0.0,0.0,0.0,0.0,2.5,0,0
Zarah Fairn,172.72,182.88,Orthodox,39,Catch Weight,4,4.55,0.0,0.0,0.0,0.0,2.5,5,0
Chan Sung Jung,170.18,182.88,Orthodox,36,Featherweight,3,3.93,0.44,0.6,0.5714285714285714,0.2857142857142857,2.5,38,0
Taila Santos,167.64,172.72,Orthodox,30,Women's Flyweight,4,3.39,0.76,1.1,0.0,0.2,2.5,21,0
Parker Porter,182.88,190.5,Orthodox,38,Heavyweight,8,6.55,0.26,0.5,0.25,0.0,2.5,13,1
Yusaku Kinoshita,182.88,180.34,Southpaw,23,Welterweight,5,4.65,0.0,0.0,1.0,0.0,2.5,4,0
Hakeem Dawodu,172.72,185.42,Orthodox,32,Featherweight,3,5.45,0.0,0.0,0.16666666666666666,0.0,2.5,25,0
Chris Daukaus,190.5,193.04,Orthodox,33,Light Heavyweight,7,6.05,0.0,0.0,1.0,0.0,2.5,9,0
Tafon Nchukwi,182.88,195.58,Orthodox,28,Middleweight,6,5.57,0.57,0.0,0.3333333333333333,0.0,2.5,15,0
JP Buys,165.1,170.18,Orthodox,27,Bantamweight,2,1.88,0.25,2.3,0.0,1.0,2.5,9,0
Juliana Miller,170.18,167.64,Orthodox,27,Women's Flyweight,4,3.31,0.44,1.8,1.0,0.0,2.5,6,0
Tatiana Suarez,165.1,167.64,Southpaw,32,Women's Strawweight,4,4.27,0.61,0.9,0.16666666666666666,0.5,2.5,13,6
Gavin Tucker,167.64,167.64,Southpaw,37,Featherweight,3,4.29,0.44,1.5,0.0,0.5,2.5,16,0
Tanner Boser,187.96,190.5,Orthodox,32,Light Heavyweight,7,4.7,0.0,0.0,0.75,0.0,2.5,21,0
Aleksa Camur,185.42,187.96,Orthodox,27,Light Heavyweight,7,4.73,0.22,0.0,0.5,0.0,2.5,11,0
Jan Blachowicz,187.96,198.12,Orthodox,40,Light Heavyweight,7,3.41,0.5,0.3,0.4166666666666667,0.16666666666666666,2.5,54,1
Davey Grant,172.72,175.26,Orthodox,37,Bantamweight,2,4.77,0.41,0.2,0.5,0.16666666666666666,2.5,29,2
Danny Roberts,185.42,187.96,Southpaw,36,Welterweight,5,3.18,0.09,0.2,0.42857142857142855,0.14285714285714285,2.5,27,0
Jonny Parsons,175.26,175.26,Orthodox,31,Welterweight,5,4.65,0.0,0.0,0.0,0.0,2.5,3,1
Makhmud Muradov,187.96,190.5,Orthodox,33,Middleweight,6,4.21,0.66,0.2,0.6666666666666666,0.0,2.5,14,0
Ottman Azaitar,172.72,180.34,Switch,33,Lightweight,4,5.73,0.0,0.0,1.0,0.0,2.5,3,0
Albert Duraev,180.34,190.5,Orthodox,34,Middleweight,6,2.99,0.29,0.6,0.0,0.3333333333333333,2.5,9,1
Nazim Sadykhov,177.8,175.26,Southpaw,29,Lightweight,4,4.94,0.62,0.3,1.0,0.0,2.5,6,2
Tucker Lutz,172.72,182.88,Orthodox,29,Featherweight,3,3.74,0.44,0.2,0.0,0.0,2.5,14,0
Melsik Baghdasaryan,175.26,177.8,Southpaw,31,Featherweight,3,5.28,0.0,0.0,0.3333333333333333,0.0,2.5,10,0
Istela Nunes,162.56,167.64,Orthodox,30,Women's Strawweight,4,5.02,0.0,0.0,0.0,0.0,2.5,8,0
Austin Lingo,177.8,177.8,Orthodox,29,Featherweight,3,3.86,0.66,0.0,0.0,0.0,2.5,11,0
Genaro Valdez,175.26,182.88,Orthodox,31,Lightweight,4,4.08,0.44,0.4,1.0,0.0,2.5,6,0
Tyson Nam,170.18,172.72,Orthodox,39,Flyweight,1,3.87,0.0,0.0,1.0,0.0,2.5,15,0
Alexander Munoz,175.26,182.88,Switch,33,Lightweight,4,3.7,0.4,0.0,0.0,0.0,2.5,9,0
Carl Deaton,170.18,175.26,Orthodox,33,Lightweight,4,1.53,0.0,0.0,0.0,0.0,2.5,2,0
Ashlee Evans-Smith,172.72,170.18,Orthodox,36,Women's Bantamweight,4,4.03,0.22,0.0,0.3333333333333333,0.0,2.5,20,0
Robbie Lawler,180.34,187.96,Southpaw,41,Welterweight,5,3.85,0.64,0.0,0.65,0.0,2.5,96,0
Jimmy Crute,187.96,187.96,Orthodox,27,Light Heavyweight,7,3.68,0.57,2.0,0.6,0.4,2.5,13,0
